Use_Case_ID,Department_Code,Agency,Office,Title,Summary,Development_Stage,Techniques,Source_Code,Department
DOE-0101-2023,DOE,National Energy Technology Laboratory,,To develop high fidelity tools which run in near real time not only help in the field to guide and optimize complex operations but can be used as digital twins,"To develop high fidelity tools which run in near real time not only help in 
the field to guide and optimize complex operations but can be used as 
digital twins for cyber security and cyber-physical modeling.",,Big Data,,Department of Energy
DOE-0102-2023,DOE,National Energy Technology Laboratory,,To develop innovative biomonitoring and remediation of heavy metals using phytotechnologies.,"The objective of the work is to utilize algal- and cyanobacterial-based 
phycotechnologies to address pervasive heavy metal contamination 
from coal combustion product (CCP) impoundments at the Savannah 
River Site. Novel bioindicators will be developed to gauge the potential 
for phytoremediation to restore legacy impoundment sites.",,Artificial Intelligence Unknown,,Department of Energy
DOE-0103-2023,DOE,National Energy Technology Laboratory,,To develop low cost conversion of coal to graphene,"Demonstrate the techno-economical feasibility of a 250 ton/day 
manufacturing facility to convert coal to high-quality graphene. The core 
technology is based on flash joule heating (FJH) to convert various 
coals to graphene. Machine learning algorithms will map out the 
correlation of processing parameters with the final product (graphene 
yield, quality, dimensions).",,"Natural Language Processing, Neural Networks",,Department of Energy
DOE-0104-2023,DOE,National Energy Technology Laboratory,,"To drive insights on emissions from natural gas production, storage, and transmission to determine how best to reduce emissions","AI/ML will be used to recognice patterns in well integrity records that 
could predict failure events",,"Big Data, Other",,Department of Energy
DOE-0105-2023,DOE,National Energy Technology Laboratory,,To drive insights on environmental performance of the natural gas system to inform effective mitigation strategies,"Life Cycle Analysis models will be used to define and estimate 
environmental parameters/performance",,"Big Data, Other",,Department of Energy
DOE-0106-2023,DOE,National Energy Technology Laboratory,,To drive insights on pipeline maintenance and repair strategies to reduce incidents of pipeline leakage; support evaluation of use and reuse strategies,"ML will be used to develop a pipeline risk assessment geospatial model 
and support evaluation of use and reuse opportunities.",,"Big Data, Other",,Department of Energy
DOE-0107-2023,DOE,National Energy Technology Laboratory,,To drive insights on water recovery from cooling tower plumes,"Study of plume formation and collection on mechanical (induced) draft 
cooling towers, partly in a high-fidelity controlled environment and partly 
on a full-scale industrial cooling tower. It will start by building the needed 
laboratory setup and installing various sensors on the lab cooling tower. 
At the same time a computational fluid dynamics (CFD) model will be 
implemented to get precise full-scale plume models. Using the insights 
into power-plant plume characteristics the project will iterate on and 
experimentally test electrodes and collectors, which make up modular 
panels, on the lab cooling tower. What has been learned from the full-
scale plume modeling and sensor data analysis will then be applied to 
develop a design model to build the optimal collection apparatus for 
given working conditions",,,,Department of Energy
DOE-0108-2023,DOE,National Energy Technology Laboratory,,To drive insights through data-driven predictive modeling to forecast the remaining lifespan and future risk of offshore production platforms.,"An Artificial Neural Network and Gradient Boosted Regression Tree 
were developed and applied to predict the remaining lifespan of 
production platforms. These big data-driven models resulted in 
predictions with scored accuracies of 95–97%.",,"Artificial Intelligence, Big Data, Neural Networks, Other",,Department of Energy
DOE-0109-2023,DOE,National Energy Technology Laboratory,,"To drive insights using machine learning-based dynamics, control, and health models and tools developed by NETL to gain valuable operational data, insights, and","ML will be used to develop dynamics, controls, and health models for 
operating power generation facilities",,Other,,Department of Energy
DOE-0110-2023,DOE,National Energy Technology Laboratory,,To employ machine learning to study the dependence of electrochemical performance on microstructural details,"With a significant number of images. The Recipient will build deep 
learning methods at the object detection stage using the Region Based 
Convolutional Neural Network (RCNN) or You Only Look Once (YOLO) 
class of algorithms, the heart of which is a deep learning image 
classifier. Deep learning algorithms will also be built using convolutional 
layers followed by residual layers to extract feature vector descriptors in 
the second stage. In the third and fourth stages of affinity and 
association, a recurrent neural network approach can be used to build a 
tracker. All of these approaches require a large training set that will 
enable sophisticated models to be built to handle the complexity of the 
application.
With a limited number of images. In the case that there is are a limited 
number of images, the Recipient will still be able to follow the processing 
pipeline. The recipient will determine a suitable approach, with 
concurrence from the project manager. Two potential approaches 
include:
• Transfer learning: training the image classifier in the object detector on 
images of similar quality and appearance, and 
• Match filtering: detection, feature extraction, and matching based on 
traditional image processing and computer vision techniques.",,"Artificial Intelligence, Neural Networks",,Department of Energy
